Y,D
1.5,0
0.97762324416274,1
0.355560637534078,1
0.695000223356427,1
0.473945351203296,1
1.5,0
0.347551194034179,1
1.14721796196483,1
1.5,0
0.765148439717677,1
0.286476396030535,1
1.5,0
1.5,0
1.5,0
1.5,0
1.22364245077982,1
1.40691586427501,1
1.5,0
0.953257407616936,1
0.221661797491864,1
0.732567789127442,1
1.5,0
1.20660239504947,1
0.00606000367376903,1
0.394316140889979,1
1.5,0
0.663915922867429,1
0.707443469788855,1
1.5,0
1.5,0
0.807884672239557,1
1.5,0
1.5,0
0.210035257881235,1
1.5,0
1.5,0
0.715001934784674,1
1.5,0
0.761828751644707,1
0.250603515164177,1
0.427773319440631,1
0.409660732647142,1
0.525186349845265,1
1.5,0
0.25028231959998,1
1.5,0
1.5,0
0.719404853099457,1
1.5,0
1.5,0
0.212034632227438,1
0.160178236870333,1
1.5,0
0.239549645959682,1
0.186991639501966,1
1.5,0
0.271710839048022,1
0.832474743947387,0
0.183600842008062,1
0.976633914214985,1
0.80777657940523,1
1.5,0
0.804571604816691,1
1.5,0
1.5,0
1.5,0
1.36381762567597,1
0.459728791918319,1
0.0241794060504638,1
1.5,0
1.5,0
0.240616398749246,0
1.04220590661667,1
0.540484409081388,1
1.5,0
0.57115071790662,1
1.1578072866736,1
1.5,0
0.519042331792048,1
0.641038439547022,0
0.758369179006101,1
0.715819118896855,1
1.14256574601335,1
0.386905962285609,1
1.5,0
0.218477751612787,1
0.685491268780271,1
1.5,0
1.5,0
1.42749407953885,1
0.00744671612171192,1
1.5,0
0.0743417119047582,1
0.401413605796607,1
1.5,0
1.4494698562407,1
1.5,0
0.209713966560567,1
0.236922672423348,1
1.32405590824855,1
1.5,0
1.5,0
0.0830941522251733,1
0.887124132590632,1
1.5,0
0.956945560609765,1
1.5,0
1.5,0
0.325348429720099,1
1.5,0
1.5,0
1.5,0
1.02060936477222,1
0.847735871545883,0
1.5,0
1.39544248184178,1
1.5,0
0.0586519627272904,0
1.5,0
1.49819779523631,1
0.329675107150897,1
0.308562863359899,1
1.5,0
1.02713333184098,1
1.49037784069115,1
0.216947930258844,1
1.1429824082793,1
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.4120105899933,1
1.19178496757643,1
0.251711086911128,1
1.173131394666,1
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
0.709796527225649,1
0.506344504692795,1
1.5,0
0.506117225301212,1
0.694525267980119,1
1.07265272861375,1
0.570533404959997,1
1.5,0
1.5,0
0.754841690713639,1
1.5,0
0.719401941463356,1
1.5,0
1.5,0
1.5,0
1.5,0
0.604641890381762,1
1.5,0
0.114622043900332,1
0.241488473250021,1
0.67347957962903,1
1.5,0
0.98790860271596,1
1.39321017389496,0
1.5,0
0.551989730020638,1
1.5,0
1.5,0
0.92125460292041,1
0.848220429816972,1
0.296470962767554,0
0.834804396528894,1
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
0.298774732204766,1
1.18131532719785,1
1.5,0
1.5,0
0.370120191633221,1
0.378749320146297,1
1.5,0
0.776861352168311,1
0.180963597186978,1
1.5,0
1.5,0
1.5,0
1.5,0
0.737077867027686,1
1.5,0
1.5,0
0.440460348314079,1
1.5,0
1.5,0
0.351373714452182,1
1.47381864880555,1
1.5,0
0.91778671578603,1
0.888815367592224,1
0.755183188684185,1
1.14782291806285,1
0.543227807308237,0
1.5,0
0.121293292335958,1
1.5,0
0.695547929959085,1
1.5,0
1.5,0
1.5,0
1.5,0
0.400381371004482,1
1.0947588370132,1
1.5,0
1.5,0
1.46002804112551,1
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.5,0
1.2652148657384,1
1.5,0
0.804939014100651,1
0.373173455545557,1
0.158635749132494,1
1.5,0
0.457550150214187,1
1.5,0
1.39308734373934,1
0.976887892640368,1
1.5,0
0.167243157563148,1
1.24727879174441,1
1.5,0
1.5,0
0.99030305658494,1
1.5,0
1.5,0
1.5,0
1.5,0
0.823033682409954,0
1.4453936554866,1
0.68928987095175,1
1.5,0
1.02963982216304,1
1.5,0
0.259440090742118,1
1.5,0
0.765489658946393,1
1.5,0
1.5,0
1.23860612415857,1
1.5,0
1.0484466256706,1
1.5,0
1.5,0
1.5,0
1.5,0
0.133542332968315,1
0.715051493058757,1
1.5,0
0.736208467820559,1
0.31854101328811,1
0.139192869667497,1
0.483365972034297,1
1.5,0
1.5,0
0.0859990203046233,1
1.5,0
0.444828177742238,1
0.0276573809186162,1
1.5,0
0.228825786174331,1
1.5,0
1.5,0
0.137906724340361,0
1.5,0
0.632430603610783,1
0.38049335261295,1
0.36878618829869,1
1.5,0
0.650202730517999,1
0.074548980052252,1
1.5,0
0.417041038860901,1
1.5,0
0.139678467631613,1
1.5,0
1.5,0
1.46232674713261,1
0.196293254500632,1
1.5,0
0.720226365890112,1
