Y,D
1.23067315473137,1
1.60144298958282,0
0.718163146790481,1
3.34931842328915,1
2.31498389627895,1
0.0771286947632385,1
2.10842909538842,1
1.19469120538377,1
0.179176636515342,1
1.85117954449778,1
1.58833028146467,1
0.84695219683684,1
0.143606388155955,1
0.218615897924877,1
0.376074289342104,1
0.612843768892271,1
0.769573236190078,1
0.828244428460797,0
1.66769662340587,1
0.772550957300339,1
1.47254558644865,1
0.451508159630462,1
1.00931128609157,1
1.04052686595593,1
2.34499765370584,1
0.767293015852466,1
0.659777332718174,0
3.25518999741762,1
1.84009267487111,1
0.93365840220424,1
0.728128366271397,1
1.09554256509138,1
0.905132054997904,1
1.4774799046127,1
0.269606547077158,1
0.507495428200678,1
1.23175939488223,1
1.97839126312041,1
1.29409127381822,1
2.39334481489278,1
1.32091060769056,1
1.43079319913109,1
0.748070609633406,1
0.490620480640454,1
1.09218615158117,1
0.201558362140316,1
0.513814524857807,1
3.3618856096807,1
0.686235657721454,1
0.240753202886873,1
0.731759603894812,1
0.574821890074663,1
0.876990035504583,1
1.13498672633822,1
1.40619207528849,1
0.841734407015903,1
0.9035962025464,1
0.265563853993343,1
0.232489344974359,0
0.576033065314365,1
1.78509733212973,1
0.350844140393915,1
1.59280760398311,1
0.603031949638912,1
0.3522804027554,1
1.55563572348892,1
2.39964258060941,1
0.739490736178079,1
1.51740981074458,1
0.541012163889571,1
0.443371189779499,1
0.877083861050262,1
0.87577130132868,1
1.46952494326011,1
0.0999432493239896,1
0.675140371685726,1
1.2504222705636,1
1.02822440676391,0
1.0088003621484,1
1.41191889041202,1
2.48316664346533,1
0.743384249311355,1
0.722491939250731,1
1.35841580145714,1
0.268185496213101,1
0.89011989962873,1
1.52047626391176,1
0.497320185652954,1
0.268790276618727,1
1.39374405021899,1
1.00547201741786,1
0.334176053504664,1
3.33405641460389,1
0.779462870118702,1
0.272382242393703,1
1.34722876631763,1
0.333069638242838,1
1.51398254834072,1
0.591672572222114,1
1.40217873134442,1
0.306366973681595,1
0.456105723699984,1
0.910786137518151,1
0.91118897902561,1
1.46192486473174,1
1.26974769729997,1
0.435781565187726,1
0.367234279321936,1
0.629684394571556,1
1.74041672159273,1
0.414645390257514,1
2.08024073283628,1
0.852808298523169,1
0.257081581733284,1
0.467048581360742,1
1.00680288623948,0
0.110133056994657,1
0.831721071812799,1
0.695057887600608,1
1.32808902674544,1
1.49469483347062,1
1.19653511568293,1
0.0209983442787725,1
1.608429381751,1
0.825633295188207,1
2.23947714843914,1
2.95237481719703,1
0.211480998129747,1
0.41654500846486,1
0.524158089591438,1
0.0771694690937111,1
0.449391993514317,1
1.43270728212387,1
0.694067433080137,1
1.75062104087945,1
0.768836811521049,1
1.24700751888793,1
0.410729845390939,1
0.320519094810702,1
0.0154042064589824,1
0.459381476769491,1
0.637347362943693,1
0.827327609947073,1
0.440460498148516,1
1.40347584966653,1
0.686665963450918,1
0.586518920773549,1
1.08701368803347,1
0.022579962387681,0
1.15606811763882,1
0.631360273675669,1
0.334321058251977,1
1.1663206517635,0
0.332677440547945,1
0.459654911854918,1
0.506500651017015,1
1.74152068592255,1
1.54825834652997,1
0.486872344632573,1
0.624153029660668,1
0.783490300995442,1
1.1765805790565,1
0.534833431278221,1
1.29137623683845,1
1.24487318396943,1
0.27483051154084,1
1.5587659832645,1
2.55969808365435,1
0.0249603960703899,1
1.54192625744201,1
1.24248715733452,1
0.251282598437946,1
2.02458011749918,1
0.322247118318,1
0.432424359440576,1
0.513445583115025,1
1.49936980007636,1
0.283016606689613,1
2.30053272438814,1
1.02095924678125,1
0.172921765778111,1
1.96624604107682,1
1.69512493201633,1
0.931162127241533,1
0.25193369075979,1
1.1998283356684,1
1.18493411788566,1
1.2163275883094,1
0.429121008641568,1
0.186254290871106,1
1.01295443615642,1
1.47128317298838,1
0.142948835768043,1
0.0145148390175898,1
1.82821968668675,1
0.385762593786417,1
0.12452181988937,1
0.607868991707017,1
1.24146941499625,1
0.339234042982823,1
1.09134365985669,1
0.715129619770475,0
0.577184951180206,1
1.47981143175786,1
0.388972216765664,1
0.13533701994457,1
0.824751392985385,1
1.58158782383082,1
3.14226529738927,1
0.441126831964956,1
0.394169065202873,1
0.114060150936947,1
0.440985341984915,1
0.58701940375104,1
1.6705447306729,1
0.0152859034099639,1
0.156140958883957,1
0.720405769096356,1
0.194129205156992,1
0.228467408696233,1
0.286196285282529,1
0.127400440843748,1
0.087809145811414,1
0.388811370302777,1
0.462405291304074,1
0.329935047782317,1
3.52320395219267,1
0.839626188289199,1
0.794106332100999,1
1.30018675930042,1
1.1660441203048,1
1.54465087600342,1
0.240616398749246,0
0.629623210172689,1
0.540958568282963,1
0.62892691089205,1
0.759194181302286,1
0.260405270376216,1
0.664864275183888,1
1.76680281734882,1
0.0158561341555809,1
0.703751392543672,1
1.27849920696277,1
0.0629623430420903,1
0.170588009409083,1
0.554095696661658,1
0.338384906461099,1
0.215813685482502,1
0.888872244636109,1
2.0933778534191,1
0.124899400116081,1
1.23779533877594,1
0.151599667877172,1
1.58283134787708,1
0.3942405685362,1
0.709462209718467,1
0.15391680720225,1
2.17892329233886,1
1.52172777208637,1
0.303420801135812,1
0.838906260337908,1
0.542662193869821,1
1.89550898334911,1
2.13164546727839,1
0.526876973056357,1
1.93157272868986,1
1.75910697364901,1
1.57908734465452,1
1.16067613572295,1
1.19352772513305,1
0.793357568212756,1
0.771417273114929,1
1.0100936142656,1
0.345051707472674,1
0.847735871545883,0
0.070466327949654,1
0.957083187428881,1
0.753867159281868,1
0.0586519627272904,0
0.676648756528114,1
2.36977483092441,1
0.24944361479663,1
0.413893338161535,1
0.443986765885043,1
2.34529462868306,1
0.62365114190085,1
0.962017894627757,1
0.374520952360788,1
0.818059235873226,1
0.580151072237652,1
0.568216000691443,1
1.14093211658212,1
0.493672251807522,1
1.93855031571508,1
0.0418250546872866,1
0.511099088836036,1
0.988256162233363,1
1.17471904803393,1
0.499343203446669,1
1.74631594478418,1
