time,status
0.357658626102784,1
2.10269936376645,0
1.76959304778101,0
1.92987138086758,0
1.71527396784522,0
2.24530686315288,0
2.03604509327971,0
0.89971506885657,1
1.7461131618712,0
1.88150019482713,0
2.09243669079033,0
0.470826423671835,1
1.81202505707576,0
0.799644465290617,1
1.9282295737128,0
1.69639675640696,0
2.07014263768532,0
2.18951545435452,0
1.86240798462565,0
1.76668229012793,0
1.77667243762286,0
2.17542061606063,0
1.81648600922864,0
2.00326714428882,0
2.17122801167609,0
1.91328033947991,0
2.21746305935527,0
2.09536418807919,0
2.00539478481017,0
0.733915743130838,1
1.47415847344864,1
1.97020364090122,0
1.59148213912564,1
1.93783550348602,0
1.95998532523225,0
2.15777471581811,0
2.06852046066825,0
2.07235440636964,0
1.34518651886643,1
2.06550885865514,0
2.05856767779046,0
1.30906603161945,1
2.05384325202748,0
1.91169247223284,0
2.22153071587233,0
2.02813196441721,0
0.85260495965777,1
1.80345934325948,0
1.99456309662591,0
2.00155798081795,0
0.635165707032206,1
0.456977476255443,1
1.17259653688075,1
1.64153938643727,1
1.73362080480083,0
1.35710778836263,1
1.10976428941344,1
1.6759392752952,0
0.179365777366922,1
1.72047760848194,0
2.10270439719835,0
0.893739715733408,1
1.93463885438462,0
2.18470760098602,0
1.83343906377848,0
1.85245539816712,0
0.868595828956263,1
1.99826226883669,0
1.73812262052015,0
1.39839824516531,1
0.293374403143742,1
1.93148573359966,0
0.647467504326744,1
0.301190040945082,1
1.66594922786032,0
0.891565866820222,1
1.09827851454705,1
2.03523755601213,0
1.85531929509275,0
0.604033437539359,1
2.24037875980495,0
0.340618934969036,1
0.490981833424731,1
0.984007214169142,1
1.95203534329249,0
0.472015562908611,1
0.587158743194437,1
0.561367505047671,1
2.012395987589,0
2.08526139749908,0
1.03912830659061,1
0.497045961209325,1
0.798786401382035,1
1.72874011100288,0
1.97323885845768,0
1.76587474861122,0
0.684018427874435,1
1.76745757571004,0
1.24377388021582,1
2.14432303339423,0
1.71396042181461,0
1.26144725984765,1
2.0735942141717,0
2.09491889233002,0
1.95493503485191,0
2.1024613192539,0
0.94130937577424,1
0.570537087270784,1
1.78702904999288,0
1.96194375104423,0
2.17505926946289,0
0.704296268036585,1
1.94481616489531,0
1.73126154595256,0
1.91973293505243,0
1.72869646658936,0
2.19262735286459,0
1.74852815129094,0
2.19627023252278,0
1.68797014497705,1
1.72262004569213,0
1.74136137311025,0
1.79244514512609,0
0.753348617530358,1
2.09330134713396,0
1.6808928177467,0
1.89723162495391,0
1.91792625305323,0
1.98978744833955,0
1.82598753620477,0
2.12041848576315,0
0.605830650803568,1
1.78077033036918,0
1.85472054710818,0
0.527676525648565,1
1.9654461335026,0
1.9225992515124,0
2.24977774414152,0
1.82568053181098,0
1.90297131416367,0
0.130757940841677,1
2.19001343460039,0
2.10106264500806,0
0.579160208314002,1
0.424237261311466,1
2.2222776737679,0
1.67190611811396,0
0.446912379729841,1
0.22112205973552,1
