Y,D
1.23067315473137,1
0.106762865972188,0
0.718163146790481,1
2.62467925117019,0
1.13233796113895,0
0.0771286947632385,1
2.10842909538842,1
1.19469120538377,1
0.179176636515342,1
1.85117954449778,1
0.33307579162449,0
0.84695219683684,1
0.143606388155955,1
0.218615897924877,1
0.376074289342104,1
0.612843768892271,1
0.616389340341814,0
0.0552162952307198,0
1.66769662340587,1
0.772550957300339,1
0.932683908484048,0
0.451508159630462,1
0.65770294620759,0
1.04052686595593,1
0.934776852114333,0
0.543758994382289,0
0.0439851555145449,0
3.25518999741762,1
1.84009267487111,1
0.247876767915142,0
0.728128366271397,1
0.184533290772476,0
0.905132054997904,1
0.582729691624969,0
0.269606547077158,1
0.507495428200678,1
1.23175939488223,1
1.97839126312041,1
1.29409127381822,1
2.39334481489278,1
0.533699152163333,0
1.43079319913109,1
0.748070609633406,1
0.490620480640454,1
1.09218615158117,1
0.201558362140316,1
0.513814524857807,1
3.3618856096807,1
0.167234108326831,0
0.240753202886873,1
0.307468783317341,0
0.379644627090956,0
0.876990035504583,1
0.937613083256616,0
0.161090496982159,0
0.841734407015903,1
0.9035962025464,1
0.265563853993343,1
0.0154992896649573,0
0.576033065314365,1
1.78509733212973,1
0.350844140393915,1
1.59280760398311,1
0.603031949638912,1
0.3522804027554,1
1.55563572348892,1
1.19078712848326,0
0.739490736178079,1
1.11502348859277,0
0.541012163889571,1
0.443371189779499,1
0.47618472280455,0
0.485870720317344,0
0.339293783939229,0
0.0999432493239896,1
0.675140371685726,1
1.2504222705636,1
0.0685482937842607,0
0.634695598855615,0
0.403455905616283,0
0.635375679574079,0
0.107997343358066,0
0.722491939250731,1
0.446750073590212,0
0.268185496213101,1
0.89011989962873,1
1.52047626391176,1
0.497320185652954,1
0.0779674371815123,0
1.39374405021899,1
0.82671918165293,0
0.0760417917950286,0
2.63587903429008,0
0.779462870118702,1
0.272382242393703,1
0.500189650596844,0
0.333069638242838,1
1.51398254834072,1
0.591672572222114,1
0.237851620793761,0
0.306366973681595,1
0.456105723699984,1
0.910786137518151,1
0.91118897902561,1
1.46192486473174,1
1.05913735098309,0
0.435781565187726,1
0.367234279321936,1
0.629684394571556,1
0.14745348383318,0
0.414645390257514,1
1.11989168346756,0
0.852808298523169,1
0.257081581733284,1
0.467048581360742,1
0.0671201924159654,0
0.110133056994657,1
0.831721071812799,1
0.695057887600608,1
1.32808902674544,1
0.318913828503141,0
1.19653511568293,1
0.0209983442787725,1
1.608429381751,1
0.654942998662591,0
1.71048527399929,0
1.67804989747474,0
0.211480998129747,1
0.069132067113027,0
0.399579367496901,0
0.0771694690937111,1
0.393099070463319,0
1.43270728212387,1
0.694067433080137,1
0.467740486686428,0
0.297958784797873,0
0.121637052959866,0
0.410729845390939,1
0.320519094810702,1
0.0154042064589824,1
0.459381476769491,1
0.637347362943693,1
0.827327609947073,1
0.440460498148516,1
1.40347584966653,1
0.686665963450918,1
0.586518920773549,1
1.08701368803347,1
0.0015053308258454,0
1.15606811763882,1
0.0756772004905389,0
0.334321058251977,1
0.0777547101175666,0
0.332677440547945,1
0.459654911854918,1
0.506500651017015,1
1.74152068592255,1
0.887403167569468,0
0.486872344632573,1
0.624153029660668,1
0.783490300995442,1
1.1765805790565,1
0.534833431278221,1
1.02287254503204,0
1.10283548496965,0
0.27483051154084,1
1.5587659832645,1
2.55969808365435,1
0.0249603960703899,1
1.54192625744201,1
0.21372586592204,0
0.251282598437946,1
2.00827612014879,0
0.322247118318,1
0.432424359440576,1
0.164262150517768,0
1.49936980007636,1
0.283016606689613,1
0.319676665601921,0
0.484804314457708,0
0.172921765778111,1
0.514902499400907,0
1.69512493201633,1
0.602058304680718,0
0.25193369075979,1
1.1998283356684,1
0.271541693558296,0
0.261391323680679,0
0.429121008641568,1
0.186254290871106,1
0.289249746897922,0
0.177412684668697,0
0.142948835768043,1
0.0145148390175898,1
1.82821968668675,1
0.385762593786417,1
0.12452181988937,1
0.607868991707017,1
0.155802922737267,0
0.339234042982823,1
1.09134365985669,1
0.0476753079846983,0
0.577184951180206,1
1.47981143175786,1
0.388972216765664,1
0.13533701994457,1
0.708947028550837,0
1.58158782383082,1
1.80369809881451,0
0.441126831964956,1
0.394169065202873,1
0.114060150936947,1
0.440985341984915,1
0.58701940375104,1
1.6705447306729,1
0.0152859034099639,1
0.156140958883957,1
0.720405769096356,1
0.0554983162631591,0
0.228467408696233,1
0.286196285282529,1
0.127400440843748,1
0.087809145811414,1
0.388811370302777,1
0.462405291304074,1
0.329935047782317,1
3.52320395219267,1
0.839626188289199,1
0.794106332100999,1
0.596888759690854,0
1.1660441203048,1
1.54465087600342,1
0.0160410932499497,0
0.629623210172689,1
0.540958568282963,1
0.62892691089205,1
0.340900728491789,0
0.260405270376216,1
0.493677551838005,0
1.76680281734882,1
0.0158561341555809,1
0.703751392543672,1
0.123956240713596,0
0.0629623430420903,1
0.170588009409083,1
0.554095696661658,1
0.338384906461099,1
0.215813685482502,1
0.888872244636109,1
1.48906391217477,0
0.124899400116081,1
1.23779533877594,1
0.151599667877172,1
1.58283134787708,1
0.3942405685362,1
0.709462209718467,1
0.15391680720225,1
0.310875699958867,0
1.52172777208637,1
0.303420801135812,1
0.838906260337908,1
0.542662193869821,1
1.87946749220891,0
2.13164546727839,1
0.526876973056357,1
0.654679276531066,0
1.75910697364901,1
1.57908734465452,1
1.16067613572295,1
0.757642628418075,0
0.793357568212756,1
0.327997292495436,0
1.0100936142656,1
0.345051707472674,1
0.0565157247697255,0
0.070466327949654,1
0.957083187428881,1
0.753867159281868,1
0.00391013084848602,0
0.676648756528114,1
0.903007822049616,0
0.24944361479663,1
0.413893338161535,1
0.124256796015421,0
2.34529462868306,1
0.531485659292582,0
0.962017894627757,1
0.374520952360788,1
0.818059235873226,1
0.580151072237652,1
0.131279875834783,0
0.936291107080049,0
0.493672251807522,1
1.54337802892529,0
0.0418250546872866,1
0.511099088836036,1
0.988256162233363,1
1.17471904803393,1
0.499343203446669,1
0.56429786193702,0
